Order Channel,Quantity,Unit Price,Customer Type,Category Group,shippingStatus,Category,Delivery Date
Mobile App,0.5,9050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-12 13:52:00
Mobile App,0.5,11150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-12 13:52:00
Mobile App,1.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-12 13:52:00
Whatsapp,2.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-12 15:10:00
Whatsapp,1.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-12 15:10:00
Whatsapp,2.0,1550.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-12 15:10:00
Whatsapp,10.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-12 16:15:00
Mobile App,2.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-12 16:29:00
Mobile App,2.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 16:29:00
Whatsapp,15.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-12 18:33:00
Whatsapp,5.0,9050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-12 18:33:00
Whatsapp,10.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-12 18:33:00
Whatsapp,5.0,4200.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-12 18:33:00
Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-12 19:30:00
Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-12 19:30:00
Whatsapp,1.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-12 19:54:00
Whatsapp,1.0,14700.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 19:54:00
Whatsapp,0.5,19170.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 19:54:00
Whatsapp,1.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 19:54:00
Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 19:54:00
Whatsapp,0.5,23680.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 19:54:00
Whatsapp,2.0,9100.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-12 21:08:00
Whatsapp,1.0,7800.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 09:22:00
Whatsapp,1.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-14 09:22:00
Whatsapp,1.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 09:22:00
Whatsapp,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 09:22:00
Whatsapp,1.0,8500.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-14 10:24:00
Whatsapp,1.0,7800.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-14 10:24:00
Whatsapp,3.0,3750.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-14 10:24:00
Whatsapp,1.0,1.0,Wholesale,Breakfast & Snacks,delivered,Spreads,2020-12-14 10:24:00
Whatsapp,2.0,1500.0,Wholesale,Breakfast & Snacks,delivered,Spreads,2020-12-14 10:24:00
Mobile App,4.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-14 10:31:00
Mobile App,4.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 10:31:00
Whatsapp,1.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-14 10:41:00
Whatsapp,3.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-14 10:41:00
Whatsapp,1.0,7500.0,General Trade,Breakfast & Snacks,delivered,Butter,2020-12-14 10:41:00
Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-14 11:15:00
Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-14 11:15:00
Whatsapp,1.0,11150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-14 11:52:00
Whatsapp,1.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-14 11:52:00
Whatsapp,1.0,1860.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 11:52:00
Whatsapp,2.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 11:52:00
Whatsapp,2.0,2780.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-14 11:52:00
Whatsapp,1.0,1.0,Wholesale,Breakfast & Snacks,delivered,Spreads,2020-12-14 12:17:00
Whatsapp,1.0,1500.0,Wholesale,Breakfast & Snacks,delivered,Spreads,2020-12-14 12:17:00
Mobile App,30.0,2780.0,Wholesale,Breakfast & Snacks,delivered,Yoghurt,2020-12-14 12:36:00
Mobile App,15.0,2080.0,Wholesale,Breakfast & Snacks,delivered,Yoghurt,2020-12-14 12:36:00
Whatsapp,1.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-14 12:48:00
Whatsapp,1.0,3000.0,General Trade,Breakfast & Snacks,delivered,Confectionary,2020-12-14 12:48:00
Whatsapp,2.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 12:48:00
Whatsapp,2.0,3300.0,General Trade,Breakfast & Snacks,delivered,Biscuits,2020-12-14 12:48:00
Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-14 13:01:00
Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-14 13:01:00
Mobile App,2.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 13:18:00
Mobile App,1.0,14700.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 13:18:00
Mobile App,2.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 13:18:00
Mobile App,10.0,3000.0,General Trade,Breakfast & Snacks,delivered,Confectionary,2020-12-14 14:29:00
Mobile App,10.0,3000.0,General Trade,Breakfast & Snacks,delivered,Confectionary,2020-12-14 14:29:00
Mobile App,5.0,6750.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-14 15:07:00
Whatsapp,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 16:28:00
Whatsapp,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 16:28:00
Whatsapp,1.0,4200.0,General Trade,Breakfast & Snacks,delivered,Sugar,2020-12-14 16:28:00
Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-14 16:39:00
Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-14 16:39:00
Mobile App,2.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 17:15:00
Mobile App,1.0,7800.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 17:15:00
Mobile App,1.0,23680.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 17:15:00
Mobile App,11.0,4200.0,Wholesale,Breakfast & Snacks,delivered,Yoghurt,2020-12-14 17:22:00
Mobile App,5.0,7450.0,Wholesale,Breakfast & Snacks,delivered,Cereal,2020-12-14 17:22:00
Mobile App,10.0,2780.0,Wholesale,Breakfast & Snacks,delivered,Yoghurt,2020-12-14 17:22:00
Mobile App,1.0,23680.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 17:43:00
Mobile App,1.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 17:43:00
Mobile App,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 17:43:00
Whatsapp,1.0,2780.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-14 18:05:00
Whatsapp,1.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 18:05:00
Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-14 18:05:00
Whatsapp,2.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-14 18:05:00
Whatsapp,2.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-14 19:06:00
Whatsapp,1.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-14 19:06:00
Whatsapp,5.0,2080.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-14 19:06:00
Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-14 19:06:00
Whatsapp,5.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-14 19:06:00
Whatsapp,10.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-14 22:21:00
Whatsapp,20.0,700.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-14 22:21:00
Whatsapp,10.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-14 22:21:00
Web App,2.0,12400.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-15 05:40:00
Web App,20.0,2080.0,Wholesale,Breakfast & Snacks,delivered,Yoghurt,2020-12-15 05:40:00
Web App,50.0,2080.0,Wholesale,Breakfast & Snacks,delivered,Yoghurt,2020-12-15 05:40:00
Web App,5.0,3180.0,Wholesale,Breakfast & Snacks,delivered,Yoghurt,2020-12-15 05:40:00
Web App,10.0,2080.0,Wholesale,Breakfast & Snacks,delivered,Yoghurt,2020-12-15 05:40:00
Whatsapp,1.0,9050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-15 09:02:00
Whatsapp,1.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 11:35:00
Whatsapp,1.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 11:35:00
Whatsapp,1.0,2780.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-15 11:35:00
Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 11:35:00
Whatsapp,1.0,1550.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 11:35:00
USSD,1.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-15 12:26:00
USSD,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 12:26:00
Whatsapp,1.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 13:20:00
Whatsapp,1.0,4200.0,General Trade,Breakfast & Snacks,delivered,Sugar,2020-12-15 13:20:00
Whatsapp,1.0,11000.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 13:20:00
Whatsapp,1.0,12400.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 13:47:00
Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 13:47:00
Mobile App,4.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 13:47:00
Mobile App,2.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 13:47:00
Mobile App,2.0,13600.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-15 13:47:00
Mobile App,2.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-15 13:47:00
Mobile App,4.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 13:47:00
Mobile App,2.0,2780.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-15 13:47:00
Mobile App,1.0,12400.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 13:47:00
Mobile App,1.0,1860.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 13:47:00
Mobile App,5.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 14:24:00
Mobile App,1.0,7450.0,Modern Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 14:42:00
Mobile App,1.0,14900.0,Modern Trade,Breakfast & Snacks,delivered,Spreads,2020-12-15 14:42:00
Whatsapp,1.0,1500.0,Modern Trade,Breakfast & Snacks,delivered,Spreads,2020-12-15 14:42:00
Whatsapp,1.0,1.0,Modern Trade,Breakfast & Snacks,delivered,Spreads,2020-12-15 14:42:00
Whatsapp,3.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 14:55:00
Whatsapp,4.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 15:03:00
Whatsapp,4.0,2780.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-15 15:03:00
Whatsapp,1.0,7800.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 15:03:00
Mobile App,5.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 15:49:00
Whatsapp,1.0,1860.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 16:51:00
Whatsapp,1.0,6100.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 16:51:00
Whatsapp,1.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 16:51:00
Whatsapp,2.0,1550.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 16:51:00
Whatsapp,3.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-15 17:15:00
Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 17:15:00
Whatsapp,1.0,4200.0,General Trade,Breakfast & Snacks,delivered,Sugar,2020-12-15 17:15:00
Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 17:18:00
Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-15 17:21:00
Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-15 17:21:00
Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-15 18:27:00
Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-15 18:27:00
Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-15 18:33:00
Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-15 18:33:00
Mobile App,5.0,6750.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-15 18:44:00
Whatsapp,10.0,3750.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-15 18:44:00
Mobile App,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-15 22:29:00
Mobile App,1.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-15 22:29:00
Mobile App,1.0,10500.0,General Trade,Breakfast & Snacks,delivered,Butter,2020-12-15 22:29:00
Whatsapp,2.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-16 09:35:00
Whatsapp,1.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-16 09:35:00
Whatsapp,1.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-16 09:35:00
Whatsapp,1.0,2780.0,Wholesale,Breakfast & Snacks,delivered,Yoghurt,2020-12-16 13:08:00
Mobile App,5.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-16 13:15:00
Whatsapp,10.0,9150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-16 13:53:00
Whatsapp,2.0,10050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-16 13:53:00
Whatsapp,5.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-16 13:53:00
Whatsapp,1.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-16 14:53:00
Whatsapp,1.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-16 14:53:00
Whatsapp,1.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-16 14:53:00
Whatsapp,1.0,4550.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-16 14:53:00
Whatsapp,2.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-16 14:53:00
Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-16 15:59:00
Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-16 15:59:00
Whatsapp,5.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-16 16:27:00
Whatsapp,20.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-16 16:27:00
Mobile App,5.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-16 18:17:00
Mobile App,3.0,2080.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-16 18:17:00
Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-16 20:09:00
Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-16 20:09:00
Web App,8.0,3750.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-16 20:58:00
Whatsapp,1.0,9050.0,Wholesale,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-16 21:31:00
Whatsapp,3.0,6750.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-16 21:31:00
Whatsapp,1.0,23680.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-16 21:31:00
Whatsapp,1.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-17 07:41:00
Whatsapp,1.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-17 07:41:00
Whatsapp,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 07:41:00
Whatsapp,1.0,1.0,Wholesale,Breakfast & Snacks,delivered,Spreads,2020-12-17 09:04:00
Whatsapp,1.0,1500.0,Wholesale,Breakfast & Snacks,delivered,Spreads,2020-12-17 09:04:00
Mobile App,2.0,2780.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-17 12:07:00
Mobile App,1.0,11000.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 12:07:00
Mobile App,0.5,23680.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 12:07:00
Mobile App,5.0,7050.0,Wholesale,Breakfast & Snacks,delivered,Cereal,2020-12-17 12:10:00
Mobile App,5.0,7450.0,Wholesale,Breakfast & Snacks,delivered,Cereal,2020-12-17 12:10:00
Mobile App,10.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-17 12:47:00
Mobile App,5.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 12:47:00
Whatsapp,2.0,2780.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-17 13:37:00
Whatsapp,4.0,10050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-17 13:40:00
Whatsapp,1.0,7450.0,Wholesale,Breakfast & Snacks,delivered,Cereal,2020-12-17 13:56:00
Whatsapp,10.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-17 14:14:00
Mobile App,3.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-17 14:20:00
Whatsapp,1.0,7500.0,General Trade,Breakfast & Snacks,delivered,Butter,2020-12-17 14:56:00
Whatsapp,1.0,7800.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 14:56:00
Whatsapp,1.0,4200.0,General Trade,Breakfast & Snacks,delivered,Sugar,2020-12-17 14:56:00
Whatsapp,2.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 14:56:00
Whatsapp,1.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 14:56:00
Whatsapp,3.0,2780.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-17 14:56:00
Whatsapp,1.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-17 14:56:00
Whatsapp,3.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-17 14:56:00
Whatsapp,1.0,3000.0,General Trade,Breakfast & Snacks,delivered,Confectionary,2020-12-17 14:56:00
Whatsapp,2.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 14:56:00
Whatsapp,1.0,4550.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 14:56:00
Whatsapp,2.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 14:56:00
Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 15:07:00
Whatsapp,2.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-17 15:17:00
Whatsapp,1.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 15:17:00
Whatsapp,1.0,7800.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 15:17:00
Whatsapp,1.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 15:17:00
Whatsapp,1.0,11150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-17 17:18:00
Whatsapp,5.0,9050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-17 17:18:00
Whatsapp,2.0,10050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-17 17:18:00
Whatsapp,3.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-17 17:26:00
Whatsapp,2.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-17 17:26:00
Whatsapp,2.0,5100.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-17 17:26:00
Whatsapp,1.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-17 18:38:00
Whatsapp,1.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-17 18:38:00
Whatsapp,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 18:38:00
Whatsapp,2.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 18:38:00
Whatsapp,1.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-17 18:38:00
Whatsapp,2.0,1550.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-17 18:38:00
Whatsapp,2.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-17 18:38:00
Mobile App,1.0,9350.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-17 19:40:00
Mobile App,1.0,10050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-17 19:40:00
Mobile App,1.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-17 19:40:00
Whatsapp,4.0,1860.0,Modern Trade,Breakfast & Snacks,delivered,Milk,2020-12-18 08:34:00
Mobile App,1.0,10050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-18 09:27:00
Mobile App,1.0,10650.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-18 09:27:00
Mobile App,1.0,4550.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-18 09:27:00
Whatsapp,1.0,3000.0,General Trade,Breakfast & Snacks,delivered,Confectionary,2020-12-18 10:03:00
Whatsapp,2.0,3000.0,General Trade,Breakfast & Snacks,delivered,Confectionary,2020-12-18 10:03:00
Mobile App,3.0,3680.0,General Trade,Breakfast & Snacks,delivered,Biscuits,2020-12-18 11:28:00
Mobile App,2.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-18 11:28:00
Mobile App,2.0,3000.0,General Trade,Breakfast & Snacks,delivered,Confectionary,2020-12-18 11:28:00
Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-18 11:36:00
Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-18 11:36:00
Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-18 12:09:00
Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-18 12:09:00
Mobile App,2.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-18 12:16:00
Mobile App,1.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-18 12:16:00
Mobile App,2.0,9200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-18 12:16:00
Whatsapp,1.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-18 12:19:00
Whatsapp,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-18 12:19:00
Whatsapp,1.0,2780.0,Modern Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-18 12:40:00
Whatsapp,4.0,7450.0,Wholesale,Breakfast & Snacks,delivered,Cereal,2020-12-18 12:41:00
Whatsapp,2.0,14700.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-18 12:41:00
Whatsapp,6.0,3750.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-18 12:41:00
Whatsapp,1.0,1500.0,Modern Trade,Breakfast & Snacks,delivered,Spreads,2020-12-18 12:55:00
Whatsapp,1.0,1.0,Modern Trade,Breakfast & Snacks,delivered,Spreads,2020-12-18 12:55:00
Mobile App,2.0,9050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-18 13:17:00
Whatsapp,1.0,9050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-18 14:10:00
Whatsapp,1.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-18 14:10:00
Whatsapp,1.0,3300.0,General Trade,Breakfast & Snacks,delivered,Biscuits,2020-12-18 14:10:00
Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-18 14:10:00
Whatsapp,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-18 14:10:00
Whatsapp,2.0,1500.0,Wholesale,Breakfast & Snacks,delivered,Spreads,2020-12-18 17:05:00
Whatsapp,1.0,1.0,Wholesale,Breakfast & Snacks,delivered,Spreads,2020-12-18 17:05:00
Whatsapp,1.0,7800.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-18 17:32:00
Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-18 17:32:00
Whatsapp,1.0,2780.0,General Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-18 17:32:00
Whatsapp,1.0,3000.0,General Trade,Breakfast & Snacks,delivered,Confectionary,2020-12-18 17:32:00
Whatsapp,1.0,3000.0,General Trade,Breakfast & Snacks,delivered,Confectionary,2020-12-18 17:32:00
Whatsapp,1.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-18 17:32:00
Web App,10.0,4200.0,Wholesale,Breakfast & Snacks,delivered,Sugar,2020-12-18 17:33:00
Whatsapp,1.0,1500.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-18 18:11:00
Whatsapp,1.0,1.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-18 18:11:00
