Order Channel,Quantity,Unit Price,Customer Type,Category Group,shippingStatus,Category,Delivery Date
Mobile App,2.0,7000.0,General Trade,Baby,delivered,Infant Care,2020-12-02 12:01:00
Mobile App,1.0,7000.0,General Trade,Baby,delivered,Infant Care,2020-12-02 12:01:00
Mobile App,1.0,7000.0,General Trade,Baby,delivered,Infant Care,2020-12-02 12:01:00
Whatsapp,1.0,7000.0,General Trade,Baby,delivered,Infant Care,2020-12-02 12:08:00
Whatsapp,1.0,7000.0,General Trade,Baby,delivered,Infant Care,2020-12-02 12:08:00
Mobile App,1.0,16800.0,General Trade,Baby,delivered,Baby Food,2020-12-02 19:32:00
Mobile App,1.0,24350.0,General Trade,Baby,delivered,Baby Food,2020-12-02 19:32:00
Whatsapp,1.0,12200.0,General Trade,Baby,delivered,Infant Care,2020-12-03 12:41:00
Whatsapp,1.0,7000.0,General Trade,Baby,delivered,Infant Care,2020-12-03 12:41:00
Mobile App,5.0,7000.0,General Trade,Baby,delivered,Infant Care,2020-12-03 17:07:00
Mobile App,5.0,7000.0,General Trade,Baby,delivered,Infant Care,2020-12-03 17:07:00
Mobile App,5.0,7000.0,General Trade,Baby,delivered,Infant Care,2020-12-03 17:07:00
Mobile App,5.0,7000.0,General Trade,Baby,delivered,Infant Care,2020-12-03 17:07:00
Mobile App,1.0,16800.0,Modern Trade,Baby,delivered,Baby Food,2020-12-03 17:59:00
Whatsapp,1.0,7480.0,General Trade,Baby,delivered,Infant Care,2020-12-04 20:31:00
Mobile App,1.0,16800.0,General Trade,Baby,delivered,Baby Food,2020-12-05 11:18:00
Whatsapp,1.0,13100.0,General Trade,Baby,delivered,Infant Care,2020-12-05 18:43:00
Whatsapp,1.0,24350.0,General Trade,Baby,delivered,Baby Food,2020-12-06 23:21:00
Whatsapp,2.0,13100.0,General Trade,Baby,delivered,Infant Care,2020-12-06 23:21:00
Whatsapp,5.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-06 23:21:00
Whatsapp,3.0,7480.0,General Trade,Baby,delivered,Infant Care,2020-12-06 23:21:00
Whatsapp,3.0,7480.0,General Trade,Baby,delivered,Infant Care,2020-12-06 23:21:00
Whatsapp,2.0,7480.0,General Trade,Baby,delivered,Infant Care,2020-12-06 23:21:00
Whatsapp,1.0,16800.0,General Trade,Baby,delivered,Baby Food,2020-12-06 23:21:00
Whatsapp,1.0,16800.0,General Trade,Baby,delivered,Baby Food,2020-12-08 07:55:00
Whatsapp,1.0,16800.0,General Trade,Baby,delivered,Baby Food,2020-12-08 07:55:00
Mobile App,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-08 13:57:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-08 19:01:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-08 19:01:00
Whatsapp,2.0,16800.0,Wholesale,Baby,delivered,Baby Food,2020-12-10 10:03:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-10 13:31:00
Whatsapp,1.0,13100.0,General Trade,Baby,delivered,Infant Care,2020-12-11 12:37:00
Whatsapp,1.0,13100.0,General Trade,Baby,delivered,Infant Care,2020-12-11 12:37:00
Whatsapp,1.0,7480.0,General Trade,Baby,delivered,Infant Care,2020-12-11 12:37:00
Whatsapp,1.0,16800.0,General Trade,Baby,delivered,Baby Food,2020-12-11 12:37:00
Mobile App,2.0,16800.0,General Trade,Baby,delivered,Baby Food,2020-12-11 14:03:00
Whatsapp,1.0,16800.0,Wholesale,Baby,delivered,Baby Food,2020-12-12 11:51:00
Whatsapp,0.5,35000.0,General Trade,Baby,delivered,Baby Food,2020-12-12 19:54:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-14 15:50:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-14 15:50:00
Mobile App,1.0,35000.0,Wholesale,Baby,delivered,Baby Food,2020-12-14 17:22:00
Mobile App,10.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-15 12:29:00
Mobile App,3.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-15 12:29:00
Mobile App,2.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-15 13:47:00
Mobile App,1.0,13100.0,General Trade,Baby,delivered,Infant Care,2020-12-15 13:47:00
Whatsapp,2.0,7480.0,General Trade,Baby,delivered,Infant Care,2020-12-15 16:51:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-15 16:51:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-15 16:51:00
Whatsapp,1.0,13100.0,General Trade,Baby,delivered,Infant Care,2020-12-15 16:51:00
Mobile App,1.0,13100.0,Wholesale,Baby,delivered,Infant Care,2020-12-15 18:44:00
Whatsapp,1.0,16800.0,General Trade,Baby,delivered,Baby Food,2020-12-16 09:42:00
Whatsapp,1.0,4700.0,Wholesale,Baby,delivered,Infant Care,2020-12-16 21:31:00
Whatsapp,1.0,4700.0,Wholesale,Baby,delivered,Infant Care,2020-12-16 21:31:00
Mobile App,0.5,16800.0,General Trade,Baby,delivered,Baby Food,2020-12-17 12:07:00
Whatsapp,1.0,13100.0,General Trade,Baby,delivered,Infant Care,2020-12-17 14:56:00
Whatsapp,1.0,13100.0,General Trade,Baby,delivered,Infant Care,2020-12-17 14:56:00
Whatsapp,2.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-17 15:07:00
Whatsapp,1.0,13100.0,Wholesale,Baby,delivered,Infant Care,2020-12-18 11:09:00
Whatsapp,1.0,7480.0,Wholesale,Baby,delivered,Infant Care,2020-12-18 11:09:00
Whatsapp,1.0,7480.0,Wholesale,Baby,delivered,Infant Care,2020-12-18 11:09:00
Whatsapp,1.0,7480.0,Wholesale,Baby,delivered,Infant Care,2020-12-18 11:09:00
Whatsapp,1.0,13100.0,Wholesale,Baby,delivered,Infant Care,2020-12-18 12:41:00
Whatsapp,1.0,7480.0,Wholesale,Baby,delivered,Infant Care,2020-12-18 12:41:00
Whatsapp,2.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-18 15:29:00
Whatsapp,2.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-18 15:29:00
Whatsapp,2.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-18 15:29:00
Whatsapp,1.0,13100.0,General Trade,Baby,delivered,Infant Care,2020-12-18 15:29:00
Whatsapp,1.0,13100.0,General Trade,Baby,delivered,Infant Care,2020-12-18 15:29:00
Whatsapp,1.0,13100.0,General Trade,Baby,delivered,Infant Care,2020-12-18 17:32:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-18 17:32:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-18 17:32:00
Whatsapp,1.0,7480.0,General Trade,Baby,delivered,Infant Care,2020-12-21 09:41:00
Whatsapp,1.0,7480.0,General Trade,Baby,delivered,Infant Care,2020-12-21 10:51:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-21 13:42:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-21 13:42:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-21 13:42:00
Mobile App,2.0,13100.0,General Trade,Baby,delivered,Infant Care,2020-12-21 16:06:00
Mobile App,1.0,7480.0,General Trade,Baby,delivered,Infant Care,2020-12-21 16:06:00
Mobile App,0.5,13000.0,General Trade,Baby,delivered,Baby Food,2020-12-21 16:06:00
Whatsapp,1.0,7480.0,General Trade,Baby,delivered,Infant Care,2020-12-22 09:23:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-22 09:23:00
Whatsapp,1.0,16800.0,General Trade,Baby,delivered,Baby Food,2020-12-22 10:08:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-24 10:12:00
Mobile App,2.0,16800.0,General Trade,Baby,delivered,Baby Food,2020-12-24 14:50:00
Whatsapp,1.0,13100.0,General Trade,Baby,delivered,Infant Care,2020-12-24 16:45:00
Mobile App,2.0,16800.0,Wholesale,Baby,delivered,Baby Food,2020-12-28 09:31:00
Whatsapp,1.0,13100.0,Wholesale,Baby,delivered,Infant Care,2020-12-29 07:59:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-29 11:52:00
Whatsapp,1.0,16800.0,General Trade,Baby,delivered,Baby Food,2020-12-29 13:05:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-29 14:14:00
Whatsapp,1.0,13100.0,General Trade,Baby,delivered,Infant Care,2020-12-29 16:08:00
Whatsapp,1.0,13100.0,General Trade,Baby,delivered,Infant Care,2020-12-29 16:08:00
Mobile App,2.0,13100.0,Wholesale,Baby,delivered,Infant Care,2020-12-30 15:43:00
Mobile App,2.0,13100.0,Wholesale,Baby,delivered,Infant Care,2020-12-30 15:43:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-31 16:51:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-31 16:51:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2020-12-31 16:51:00
Whatsapp,2.0,4700.0,General Trade,Baby,delivered,Infant Care,2021-01-04 08:49:00
Whatsapp,4.0,16800.0,General Trade,Baby,delivered,Baby Food,2021-01-04 15:21:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2021-01-04 19:58:00
Whatsapp,1.0,4700.0,General Trade,Baby,delivered,Infant Care,2021-01-04 19:58:00
Whatsapp,1.0,13100.0,General Trade,Baby,delivered,Infant Care,2021-01-04 19:58:00
Whatsapp,1.0,16800.0,General Trade,Baby,delivered,Baby Food,2021-01-04 19:58:00
Mobile App,1.0,13100.0,General Trade,Baby,cancelled,Infant Care,0.03529411764705882
Mobile App,1.0,16800.0,General Trade,Baby,cancelled,Baby Food,0.03529411764705882
Mobile App,1.0,16800.0,Modern Trade,Baby,cancelled,Baby Food,0.03529411764705882
Mobile App,0.5,4700.0,General Trade,Baby,cancelled,Infant Care,0.03529411764705882
Mobile App,0.5,13100.0,General Trade,Baby,cancelled,Infant Care,0.03529411764705882
Mobile App,1.0,13100.0,Modern Trade,Baby,cancelled,Infant Care,0.03529411764705882
Mobile App,1.0,35000.0,General Trade,Baby,cancelled,Baby Food,0.03529411764705882
Whatsapp,1.0,7480.0,General Trade,Baby,cancelled,Infant Care,0.03529411764705882
Whatsapp,2.0,4700.0,General Trade,Baby,cancelled,Infant Care,0.03529411764705882
Whatsapp,2.0,7480.0,General Trade,Baby,cancelled,Infant Care,0.03529411764705882
Mobile App,5.0,13100.0,General Trade,Baby,cancelled,Infant Care,0.03529411764705882
Whatsapp,1.0,13100.0,Wholesale,Baby,cancelled,Infant Care,0.03529411764705882
Whatsapp,1.0,13100.0,Wholesale,Baby,cancelled,Infant Care,0.03529411764705882
Whatsapp,1.0,7480.0,Wholesale,Baby,cancelled,Infant Care,0.03529411764705882
Whatsapp,1.0,7480.0,Wholesale,Baby,cancelled,Infant Care,0.03529411764705882
Whatsapp,1.0,4700.0,Wholesale,Baby,cancelled,Infant Care,0.03529411764705882
Mobile App,1.0,4700.0,General Trade,Baby,cancelled,Infant Care,0.03529411764705882
Whatsapp,2.0,16800.0,Wholesale,Baby,cancelled,Baby Food,0.03529411764705882
Whatsapp,2.0,16800.0,Wholesale,Baby,cancelled,Baby Food,0.03529411764705882
Whatsapp,2.0,16800.0,Modern Trade,Baby,cancelled,Baby Food,0.03529411764705882
Whatsapp,1.0,16800.0,Modern Trade,Baby,cancelled,Baby Food,0.03529411764705882
Whatsapp,1.0,13100.0,General Trade,Baby,cancelled,Infant Care,0.03529411764705882
Whatsapp,1.0,4700.0,General Trade,Baby,cancelled,Infant Care,0.03529411764705882
Whatsapp,1.0,13100.0,General Trade,Baby,cancelled,Infant Care,0.03529411764705882
Whatsapp,1.0,13100.0,General Trade,Baby,cancelled,Infant Care,0.03529411764705882
Whatsapp,1.0,13100.0,General Trade,Baby,cancelled,Infant Care,0.03529411764705882
Whatsapp,2.0,16800.0,General Trade,Baby,cancelled,Baby Food,0.03529411764705882
Whatsapp,2.0,16800.0,General Trade,Baby,cancelled,Baby Food,0.03529411764705882
Whatsapp,2.0,16800.0,General Trade,Baby,cancelled,Baby Food,0.03529411764705882
Whatsapp,2.0,16800.0,General Trade,Baby,cancelled,Baby Food,0.03529411764705882
Whatsapp,2.0,16800.0,General Trade,Baby,cancelled,Baby Food,0.03529411764705882
Whatsapp,2.0,16800.0,General Trade,Baby,cancelled,Baby Food,0.03529411764705882
Whatsapp,1.0,4200.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-02 18:14:00
Whatsapp,1.0,5200.0,Wholesale,Beauty & Personal Care,delivered,Toileteries,2020-12-03 10:58:00
Whatsapp,1.0,5200.0,Wholesale,Beauty & Personal Care,delivered,Toileteries,2020-12-03 10:58:00
Whatsapp,1.0,4200.0,Wholesale,Beauty & Personal Care,delivered,Toileteries,2020-12-03 10:58:00
Whatsapp,1.0,5700.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-03 12:41:00
Mobile App,1.0,5700.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-04 11:43:00
Mobile App,1.0,4200.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-04 11:43:00
Whatsapp,1.0,4200.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-05 11:13:00
Mobile App,2.0,4200.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-05 14:27:00
Whatsapp,1.0,4200.0,Wholesale,Beauty & Personal Care,delivered,Toileteries,2020-12-05 15:00:00
Whatsapp,1.0,5200.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-06 23:21:00
Whatsapp,2.0,5200.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-06 23:21:00
Whatsapp,2.0,12300.0,General Trade,Beauty & Personal Care,delivered,Oral Care,2020-12-06 23:21:00
Mobile App,1.0,5200.0,Wholesale,Beauty & Personal Care,delivered,Toileteries,2020-12-07 13:59:00
Whatsapp,1.0,4200.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-08 10:37:00
Whatsapp,1.0,4200.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-08 18:44:00
Whatsapp,1.0,6850.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-08 18:44:00
Mobile App,3.0,4200.0,Wholesale,Beauty & Personal Care,delivered,Toileteries,2020-12-09 16:37:00
Whatsapp,2.0,4200.0,Wholesale,Beauty & Personal Care,delivered,Toileteries,2020-12-14 10:24:00
Whatsapp,2.0,5500.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-14 10:41:00
Whatsapp,1.0,4200.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-14 11:52:00
Mobile App,5.0,12460.0,General Trade,Beauty & Personal Care,delivered,Oral Care,2020-12-14 12:10:00
Mobile App,3.0,6850.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-14 14:29:00
Mobile App,2.0,4200.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-14 14:29:00
Mobile App,1.0,4200.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-15 13:47:00
Mobile App,1.0,5200.0,Modern Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-15 14:42:00
Whatsapp,3.0,5500.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-15 14:55:00
Whatsapp,1.0,4200.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-15 17:18:00
Mobile App,1.0,6850.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-15 22:29:00
Whatsapp,1.0,5700.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-16 14:53:00
Mobile App,6.0,6850.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-16 15:33:00
Mobile App,5.0,4200.0,Wholesale,Beauty & Personal Care,delivered,Toileteries,2020-12-21 13:52:00
Whatsapp,5.0,6850.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-22 13:10:00
Whatsapp,1.0,6850.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-22 14:15:00
Whatsapp,1.0,6850.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-22 16:43:00
Whatsapp,1.0,6850.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-22 17:30:00
Web App,1.0,4200.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-24 11:01:00
Web App,1.0,4200.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-24 11:01:00
Web App,1.0,5200.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-24 11:01:00
Web App,1.0,6850.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-24 11:01:00
Whatsapp,1.0,6850.0,Wholesale,Beauty & Personal Care,delivered,Toileteries,2020-12-24 11:14:00
Mobile App,5.0,6850.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-24 12:01:00
Mobile App,3.0,4200.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-28 11:46:00
Mobile App,5.0,6850.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-29 10:41:00
Whatsapp,1.0,6850.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-29 20:54:00
Mobile App,5.0,4200.0,General Trade,Beauty & Personal Care,delivered,Toileteries,2020-12-31 08:03:00
Mobile App,0.5,7200.0,Modern Trade,Beauty & Personal Care,cancelled,Toileteries,0.03529411764705882
Mobile App,1.0,5500.0,Modern Trade,Beauty & Personal Care,cancelled,Toileteries,0.03529411764705882
Mobile App,0.5,12300.0,General Trade,Beauty & Personal Care,cancelled,Oral Care,0.03529411764705882
Mobile App,1.0,4200.0,General Trade,Beauty & Personal Care,cancelled,Toileteries,0.03529411764705882
Mobile App,2.0,8350.0,General Trade,Beauty & Personal Care,cancelled,Toileteries,0.03529411764705882
Mobile App,0.5,8350.0,General Trade,Beauty & Personal Care,cancelled,Toileteries,0.03529411764705882
Mobile App,3.0,12300.0,General Trade,Beauty & Personal Care,cancelled,Oral Care,0.03529411764705882
Mobile App,4.0,4200.0,General Trade,Beauty & Personal Care,cancelled,Toileteries,0.03529411764705882
Mobile App,3.0,6850.0,General Trade,Beauty & Personal Care,cancelled,Toileteries,0.03529411764705882
Whatsapp,1.0,4200.0,General Trade,Beauty & Personal Care,cancelled,Toileteries,0.03529411764705882
Whatsapp,1.0,6850.0,General Trade,Beauty & Personal Care,cancelled,Toileteries,0.03529411764705882
Whatsapp,1.0,8800.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-02 11:01:00
Whatsapp,1.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-02 11:01:00
Mobile App,15.0,9120.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-02 12:01:00
Mobile App,3.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-02 12:01:00
Mobile App,2.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-02 12:01:00
Mobile App,5.0,9120.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-02 12:56:00
Whatsapp,1.0,7800.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-02 13:18:00
Whatsapp,1.0,9120.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-02 13:18:00
Whatsapp,1.0,3000.0,General Trade,Breakfast & Snacks,delivered,Confectionary,2020-12-02 13:18:00
Whatsapp,1.0,1860.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-02 13:18:00
Whatsapp,1.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-02 16:08:00
Whatsapp,1.0,9120.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-02 16:08:00
Whatsapp,2.0,9120.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-02 18:14:00
Whatsapp,1.0,3000.0,General Trade,Breakfast & Snacks,delivered,Confectionary,2020-12-02 18:51:00
Whatsapp,1.0,4400.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-02 18:51:00
Mobile App,1.0,9350.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-02 19:32:00
Mobile App,5.0,10050.0,Modern Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-02 19:34:00
Mobile App,2.0,7450.0,Modern Trade,Breakfast & Snacks,delivered,Cereal,2020-12-02 19:34:00
Mobile App,5.0,9120.0,Modern Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-02 19:34:00
Whatsapp,3.0,2000.0,Wholesale,Breakfast & Snacks,delivered,Cereal,2020-12-03 10:58:00
Whatsapp,1.0,9050.0,Wholesale,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-03 10:58:00
Whatsapp,1.0,11200.0,Wholesale,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-03 11:19:00
Whatsapp,1.0,11000.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-03 11:19:00
Whatsapp,1.0,9050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-03 11:58:00
Whatsapp,1.0,7000.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-03 11:58:00
Whatsapp,2.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-03 11:58:00
Whatsapp,1.0,3750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-03 11:58:00
Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-03 12:23:00
Whatsapp,1.0,9120.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-03 12:23:00
Whatsapp,1.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-03 16:21:00
Whatsapp,1.0,9120.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-03 16:21:00
Mobile App,15.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-03 17:07:00
Mobile App,10.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-03 17:07:00
Mobile App,50.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-03 17:07:00
Mobile App,60.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-03 17:07:00
Mobile App,5.0,9050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-03 17:30:00
Mobile App,5.0,9050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-03 17:30:00
Mobile App,15.0,9120.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-03 17:30:00
Mobile App,5.0,4200.0,Modern Trade,Breakfast & Snacks,delivered,Yoghurt,2020-12-03 17:59:00
Mobile App,3.0,3000.0,Modern Trade,Breakfast & Snacks,delivered,Confectionary,2020-12-03 17:59:00
Mobile App,3.0,3000.0,Modern Trade,Breakfast & Snacks,delivered,Confectionary,2020-12-03 17:59:00
Mobile App,5.0,10050.0,Modern Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-03 17:59:00
Whatsapp,5.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-04 08:43:00
Whatsapp,1.0,7800.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-04 10:23:00
Whatsapp,1.0,6750.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-04 10:23:00
Mobile App,4.0,6750.0,Wholesale,Breakfast & Snacks,delivered,Milk,2020-12-04 10:37:00
Mobile App,1.0,9050.0,Wholesale,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-04 10:37:00
Whatsapp,1.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-04 11:05:00
Whatsapp,1.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-04 11:05:00
Whatsapp,1.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-04 11:18:00
Whatsapp,1.0,11000.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-04 11:18:00
Whatsapp,1.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-04 11:18:00
Whatsapp,1.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-04 13:27:00
Whatsapp,1.0,7800.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-04 13:27:00
Whatsapp,1.0,6350.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-04 13:27:00
Whatsapp,1.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-04 13:27:00
Whatsapp,2.0,4550.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-04 13:27:00
Whatsapp,1.0,14900.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-04 13:27:00
Whatsapp,3.0,9120.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-04 13:27:00
Whatsapp,1.0,3000.0,General Trade,Breakfast & Snacks,delivered,Confectionary,2020-12-04 13:27:00
Whatsapp,1.0,2000.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-04 13:27:00
Mobile App,10.0,7050.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-04 14:00:00
Mobile App,5.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-04 14:00:00
Mobile App,5.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-04 14:00:00
Mobile App,5.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-04 14:00:00
Whatsapp,2.0,3000.0,Wholesale,Breakfast & Snacks,delivered,Confectionary,2020-12-04 16:40:00
Whatsapp,5.0,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-04 17:27:00
Whatsapp,3.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-04 17:27:00
Whatsapp,1.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-04 20:31:00
Whatsapp,1.0,11150.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-04 20:31:00
Whatsapp,1.0,5900.0,General Trade,Breakfast & Snacks,delivered,Spreads,2020-12-04 21:52:00
Whatsapp,1.0,4550.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-04 21:52:00
Whatsapp,1.0,9120.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-05 10:37:00
Whatsapp,1.0,11200.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-05 10:53:00
Whatsapp,1.0,7450.0,General Trade,Breakfast & Snacks,delivered,Cereal,2020-12-05 10:53:00
Whatsapp,1.0,9050.0,General Trade,Breakfast & Snacks,delivered,Chocolate Beverage,2020-12-05 10:53:00
Whatsapp,0.5,8500.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-05 11:13:00
Whatsapp,0.5,7800.0,General Trade,Breakfast & Snacks,delivered,Milk,2020-12-05 11:13:00
Whatsapp,1.0,3000.0,General Trade,Breakfast & Snacks,delivered,Confectionary,2020-12-05 11:13:00
Whatsapp,1.0,3000.0,General Trade,Breakfast & Snacks,delivered,Confectionary,2020-12-05 11:13:00
